Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Felt;Trafikkmengde;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-01T00:00+01:00;2022-01-02T00:00+01:00;2022-01-01;1;1596;100,0;24;24;0;0;100,00;1582;14;12;2;0;0;0;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-01T00:00+01:00;2022-01-02T00:00+01:00;2022-01-01;3;6670;100,0;24;24;0;0;100,00;6520;150;46;87;1;16;16;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-01T00:00+01:00;2022-01-02T00:00+01:00;2022-01-01;Totalt i retning Lysaker;0;100,0;24;24;0;0;100,00;0;0;0;0;0;0;0;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-01T00:00+01:00;2022-01-02T00:00+01:00;2022-01-01;Totalt i retning Oslo Grense;8266;100,0;24;24;0;0;100,00;8102;164;58;89;1;16;16;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-01T00:00+01:00;2022-01-02T00:00+01:00;2022-01-01;Totalt;8266;100,0;24;24;0;0;100,00;8102;164;58;89;1;16;16;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-02T00:00+01:00;2022-01-03T00:00+01:00;2022-01-02;1;2232;100,0;24;24;0;0;100,00;2211;21;11;10;0;0;0;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-02T00:00+01:00;2022-01-03T00:00+01:00;2022-01-02;3;7954;100,0;24;24;0;1;99,99;7720;233;91;102;6;34;34;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-02T00:00+01:00;2022-01-03T00:00+01:00;2022-01-02;Totalt i retning Lysaker;0;100,0;24;24;0;0;100,00;0;0;0;0;0;0;0;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-02T00:00+01:00;2022-01-03T00:00+01:00;2022-01-02;Totalt i retning Oslo Grense;10186;100,0;24;24;0;1;99,99;9931;254;102;112;6;34;34;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-02T00:00+01:00;2022-01-03T00:00+01:00;2022-01-02;Totalt;10186;100,0;24;24;0;1;99,99;9931;254;102;112;6;34;34;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-03T00:00+01:00;2022-01-04T00:00+01:00;2022-01-03;1;3192;100,0;24;24;0;0;100,00;3101;91;70;16;2;3;3;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-03T00:00+01:00;2022-01-04T00:00+01:00;2022-01-03;3;10061;100,0;24;24;0;0;100,00;8881;1180;326;336;235;283;278;5
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-03T00:00+01:00;2022-01-04T00:00+01:00;2022-01-03;Totalt i retning Lysaker;0;100,0;24;24;0;0;100,00;0;0;0;0;0;0;0;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-03T00:00+01:00;2022-01-04T00:00+01:00;2022-01-03;Totalt i retning Oslo Grense;13253;100,0;24;24;0;0;100,00;11982;1271;396;352;237;286;281;5
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-03T00:00+01:00;2022-01-04T00:00+01:00;2022-01-03;Totalt;13253;100,0;24;24;0;0;100,00;11982;1271;396;352;237;286;281;5
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-04T00:00+01:00;2022-01-05T00:00+01:00;2022-01-04;1;3214;100,0;24;24;0;0;100,00;3124;90;74;11;3;2;2;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-04T00:00+01:00;2022-01-05T00:00+01:00;2022-01-04;3;9781;100,0;24;24;0;0;100,00;8458;1323;290;353;352;328;325;3
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-04T00:00+01:00;2022-01-05T00:00+01:00;2022-01-04;Totalt i retning Lysaker;0;100,0;24;24;0;0;100,00;0;0;0;0;0;0;0;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-04T00:00+01:00;2022-01-05T00:00+01:00;2022-01-04;Totalt i retning Oslo Grense;12995;100,0;24;24;0;0;100,00;11582;1413;364;364;355;330;327;3
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-04T00:00+01:00;2022-01-05T00:00+01:00;2022-01-04;Totalt;12995;100,0;24;24;0;0;100,00;11582;1413;364;364;355;330;327;3
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-05T00:00+01:00;2022-01-06T00:00+01:00;2022-01-05;1;3452;100,0;24;24;0;2;99,94;3355;95;76;18;0;1;1;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-05T00:00+01:00;2022-01-06T00:00+01:00;2022-01-05;3;10095;100,0;24;24;0;1;99,99;8767;1327;293;358;331;345;340;5
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-05T00:00+01:00;2022-01-06T00:00+01:00;2022-01-05;Totalt i retning Lysaker;0;100,0;24;24;0;0;100,00;0;0;0;0;0;0;0;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-05T00:00+01:00;2022-01-06T00:00+01:00;2022-01-05;Totalt i retning Oslo Grense;13547;100,0;24;24;0;3;99,98;12122;1422;369;376;331;346;341;5
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-05T00:00+01:00;2022-01-06T00:00+01:00;2022-01-05;Totalt;13547;100,0;24;24;0;3;99,98;12122;1422;369;376;331;346;341;5
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-06T00:00+01:00;2022-01-07T00:00+01:00;2022-01-06;1;3542;100,0;24;24;0;0;100,00;3421;121;105;12;2;2;2;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-06T00:00+01:00;2022-01-07T00:00+01:00;2022-01-06;3;10315;100,0;24;24;0;1;99,99;8932;1382;305;399;336;342;335;7
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-06T00:00+01:00;2022-01-07T00:00+01:00;2022-01-06;Totalt i retning Lysaker;0;100,0;24;24;0;0;100,00;0;0;0;0;0;0;0;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-06T00:00+01:00;2022-01-07T00:00+01:00;2022-01-06;Totalt i retning Oslo Grense;13857;100,0;24;24;0;1;99,99;12353;1503;410;411;338;344;337;7
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-06T00:00+01:00;2022-01-07T00:00+01:00;2022-01-06;Totalt;13857;100,0;24;24;0;1;99,99;12353;1503;410;411;338;344;337;7
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-07T00:00+01:00;2022-01-08T00:00+01:00;2022-01-07;1;3052;100,0;24;24;0;1;99,97;2950;101;81;13;7;0;0;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-07T00:00+01:00;2022-01-08T00:00+01:00;2022-01-07;3;8739;100,0;24;24;0;0;100,00;7577;1162;317;356;210;279;274;5
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-07T00:00+01:00;2022-01-08T00:00+01:00;2022-01-07;Totalt i retning Lysaker;0;100,0;24;24;0;0;100,00;0;0;0;0;0;0;0;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-07T00:00+01:00;2022-01-08T00:00+01:00;2022-01-07;Totalt i retning Oslo Grense;11791;100,0;24;24;0;1;99,99;10527;1263;398;369;217;279;274;5
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-07T00:00+01:00;2022-01-08T00:00+01:00;2022-01-07;Totalt;11791;100,0;24;24;0;1;99,99;10527;1263;398;369;217;279;274;5
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-08T00:00+01:00;2022-01-09T00:00+01:00;2022-01-08;1;2018;100,0;24;24;0;0;100,00;1983;35;28;6;1;0;0;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-08T00:00+01:00;2022-01-09T00:00+01:00;2022-01-08;3;7796;100,0;24;24;0;0;100,00;7399;397;125;122;116;34;34;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-08T00:00+01:00;2022-01-09T00:00+01:00;2022-01-08;Totalt i retning Lysaker;0;100,0;24;24;0;0;100,00;0;0;0;0;0;0;0;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-08T00:00+01:00;2022-01-09T00:00+01:00;2022-01-08;Totalt i retning Oslo Grense;9814;100,0;24;24;0;0;100,00;9382;432;153;128;117;34;34;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-08T00:00+01:00;2022-01-09T00:00+01:00;2022-01-08;Totalt;9814;100,0;24;24;0;0;100,00;9382;432;153;128;117;34;34;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-09T00:00+01:00;2022-01-10T00:00+01:00;2022-01-09;1;2110;100,0;24;24;0;0;100,00;2076;34;22;12;0;0;0;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-09T00:00+01:00;2022-01-10T00:00+01:00;2022-01-09;3;7710;100,0;24;24;0;0;100,00;7482;228;99;100;7;22;20;2
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-09T00:00+01:00;2022-01-10T00:00+01:00;2022-01-09;Totalt i retning Lysaker;0;100,0;24;24;0;0;100,00;0;0;0;0;0;0;0;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-09T00:00+01:00;2022-01-10T00:00+01:00;2022-01-09;Totalt i retning Oslo Grense;9820;100,0;24;24;0;0;100,00;9558;262;121;112;7;22;20;2
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-09T00:00+01:00;2022-01-10T00:00+01:00;2022-01-09;Totalt;9820;100,0;24;24;0;0;100,00;9558;262;121;112;7;22;20;2
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-10T00:00+01:00;2022-01-11T00:00+01:00;2022-01-10;1;3424;100,0;24;24;0;1;99,97;3301;122;92;23;5;2;2;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-10T00:00+01:00;2022-01-11T00:00+01:00;2022-01-10;3;10097;100,0;24;24;0;0;100,00;8702;1395;313;384;392;306;302;4
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-10T00:00+01:00;2022-01-11T00:00+01:00;2022-01-10;Totalt i retning Lysaker;0;100,0;24;24;0;0;100,00;0;0;0;0;0;0;0;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-10T00:00+01:00;2022-01-11T00:00+01:00;2022-01-10;Totalt i retning Oslo Grense;13521;100,0;24;24;0;1;99,99;12003;1517;405;407;397;308;304;4
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-10T00:00+01:00;2022-01-11T00:00+01:00;2022-01-10;Totalt;13521;100,0;24;24;0;1;99,99;12003;1517;405;407;397;308;304;4
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-11T00:00+01:00;2022-01-12T00:00+01:00;2022-01-11;1;3563;100,0;24;24;0;1;99,97;3439;123;100;20;2;1;1;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-11T00:00+01:00;2022-01-12T00:00+01:00;2022-01-11;3;10502;100,0;24;24;0;0;100,00;9010;1492;368;395;385;344;339;5
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-11T00:00+01:00;2022-01-12T00:00+01:00;2022-01-11;Totalt i retning Lysaker;0;100,0;24;24;0;0;100,00;0;0;0;0;0;0;0;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-11T00:00+01:00;2022-01-12T00:00+01:00;2022-01-11;Totalt i retning Oslo Grense;14065;100,0;24;24;0;1;99,99;12449;1615;468;415;387;345;340;5
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-11T00:00+01:00;2022-01-12T00:00+01:00;2022-01-11;Totalt;14065;100,0;24;24;0;1;99,99;12449;1615;468;415;387;345;340;5
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-12T00:00+01:00;2022-01-13T00:00+01:00;2022-01-12;1;3859;100,0;24;24;0;2;99,95;3701;156;126;28;1;1;1;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-12T00:00+01:00;2022-01-13T00:00+01:00;2022-01-12;3;10761;100,0;24;24;0;4;99,96;9237;1520;354;438;367;361;356;5
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-12T00:00+01:00;2022-01-13T00:00+01:00;2022-01-12;Totalt i retning Lysaker;6;100,0;24;24;0;2;66,67;0;4;0;4;0;0;0;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-12T00:00+01:00;2022-01-13T00:00+01:00;2022-01-12;Totalt i retning Oslo Grense;14614;100,0;24;24;0;4;99,97;12938;1672;480;462;368;362;357;5
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-12T00:00+01:00;2022-01-13T00:00+01:00;2022-01-12;Totalt;14620;100,0;24;24;0;6;99,96;12938;1676;480;466;368;362;357;5
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-13T00:00+01:00;2022-01-14T00:00+01:00;2022-01-13;1;3644;100,0;24;24;0;6;99,84;3505;133;108;17;7;1;1;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-13T00:00+01:00;2022-01-14T00:00+01:00;2022-01-13;3;10445;100,0;24;24;0;4;99,96;9060;1381;379;402;288;312;310;2
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-13T00:00+01:00;2022-01-14T00:00+01:00;2022-01-13;Totalt i retning Lysaker;8;100,0;24;24;0;4;50,00;0;4;0;4;0;0;0;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-13T00:00+01:00;2022-01-14T00:00+01:00;2022-01-13;Totalt i retning Oslo Grense;14081;100,0;24;24;0;6;99,96;12565;1510;487;415;295;313;311;2
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-13T00:00+01:00;2022-01-14T00:00+01:00;2022-01-13;Totalt;14089;100,0;24;24;0;10;99,93;12565;1514;487;419;295;313;311;2
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-14T00:00+01:00;2022-01-15T00:00+01:00;2022-01-14;1;3215;100,0;24;24;0;0;100,00;3114;101;86;10;4;1;1;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-14T00:00+01:00;2022-01-15T00:00+01:00;2022-01-14;3;9895;100,0;24;24;0;1;99,99;8674;1220;327;352;271;270;267;3
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-14T00:00+01:00;2022-01-15T00:00+01:00;2022-01-14;Totalt i retning Lysaker;0;100,0;24;24;0;0;100,00;0;0;0;0;0;0;0;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-14T00:00+01:00;2022-01-15T00:00+01:00;2022-01-14;Totalt i retning Oslo Grense;13110;100,0;24;24;0;1;99,99;11788;1321;413;362;275;271;268;3
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-14T00:00+01:00;2022-01-15T00:00+01:00;2022-01-14;Totalt;13110;100,0;24;24;0;1;99,99;11788;1321;413;362;275;271;268;3
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-15T00:00+01:00;2022-01-16T00:00+01:00;2022-01-15;1;2186;100,0;24;24;0;0;100,00;2145;41;31;8;2;0;0;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-15T00:00+01:00;2022-01-16T00:00+01:00;2022-01-15;3;8204;100,0;24;24;0;0;100,00;7769;435;151;155;94;35;35;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-15T00:00+01:00;2022-01-16T00:00+01:00;2022-01-15;Totalt i retning Lysaker;0;100,0;24;24;0;0;100,00;0;0;0;0;0;0;0;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-15T00:00+01:00;2022-01-16T00:00+01:00;2022-01-15;Totalt i retning Oslo Grense;10390;100,0;24;24;0;0;100,00;9914;476;182;163;96;35;35;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-15T00:00+01:00;2022-01-16T00:00+01:00;2022-01-15;Totalt;10390;100,0;24;24;0;0;100,00;9914;476;182;163;96;35;35;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-16T00:00+01:00;2022-01-17T00:00+01:00;2022-01-16;1;2385;100,0;24;24;0;0;100,00;2352;33;19;13;1;0;0;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-16T00:00+01:00;2022-01-17T00:00+01:00;2022-01-16;3;8407;100,0;24;24;0;0;100,00;8174;233;103;92;12;26;26;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-16T00:00+01:00;2022-01-17T00:00+01:00;2022-01-16;Totalt i retning Lysaker;0;100,0;24;24;0;0;100,00;0;0;0;0;0;0;0;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-16T00:00+01:00;2022-01-17T00:00+01:00;2022-01-16;Totalt i retning Oslo Grense;10792;100,0;24;24;0;0;100,00;10526;266;122;105;13;26;26;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-16T00:00+01:00;2022-01-17T00:00+01:00;2022-01-16;Totalt;10792;100,0;24;24;0;0;100,00;10526;266;122;105;13;26;26;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-17T00:00+01:00;2022-01-18T00:00+01:00;2022-01-17;1;2990;87,5;24;24;3;0;100,00;2894;96;78;12;5;1;1;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-17T00:00+01:00;2022-01-18T00:00+01:00;2022-01-17;3;8881;87,5;24;24;3;0;100,00;7683;1198;279;333;293;293;288;5
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-17T00:00+01:00;2022-01-18T00:00+01:00;2022-01-17;Totalt i retning Lysaker;1;87,5;24;24;3;0;100,00;1;0;0;0;0;0;0;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-17T00:00+01:00;2022-01-18T00:00+01:00;2022-01-17;Totalt i retning Oslo Grense;11870;87,5;24;24;3;0;100,00;10576;1294;357;345;298;294;289;5
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-17T00:00+01:00;2022-01-18T00:00+01:00;2022-01-17;Totalt;11871;87,5;24;24;3;0;100,00;10577;1294;357;345;298;294;289;5
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-18T00:00+01:00;2022-01-19T00:00+01:00;2022-01-18;1;3687;100,0;24;24;0;0;100,00;3550;137;110;19;3;5;4;1
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-18T00:00+01:00;2022-01-19T00:00+01:00;2022-01-18;3;10650;100,0;24;24;0;0;100,00;9276;1374;342;403;340;289;286;3
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-18T00:00+01:00;2022-01-19T00:00+01:00;2022-01-18;Totalt i retning Lysaker;28;100,0;24;24;0;0;100,00;12;16;8;3;0;5;4;1
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-18T00:00+01:00;2022-01-19T00:00+01:00;2022-01-18;Totalt i retning Oslo Grense;14309;100,0;24;24;0;0;100,00;12814;1495;444;419;343;289;286;3
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-18T00:00+01:00;2022-01-19T00:00+01:00;2022-01-18;Totalt;14337;100,0;24;24;0;0;100,00;12826;1511;452;422;343;294;290;4
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-19T00:00+01:00;2022-01-20T00:00+01:00;2022-01-19;1;3665;100,0;24;24;0;0;100,00;3542;123;107;15;0;1;1;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-19T00:00+01:00;2022-01-20T00:00+01:00;2022-01-19;3;10802;100,0;24;24;0;0;100,00;9338;1464;346;405;389;324;319;5
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-19T00:00+01:00;2022-01-20T00:00+01:00;2022-01-19;Totalt i retning Lysaker;0;100,0;24;24;0;0;100,00;0;0;0;0;0;0;0;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-19T00:00+01:00;2022-01-20T00:00+01:00;2022-01-19;Totalt i retning Oslo Grense;14467;100,0;24;24;0;0;100,00;12880;1587;453;420;389;325;320;5
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-19T00:00+01:00;2022-01-20T00:00+01:00;2022-01-19;Totalt;14467;100,0;24;24;0;0;100,00;12880;1587;453;420;389;325;320;5
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-20T00:00+01:00;2022-01-21T00:00+01:00;2022-01-20;1;3860;100,0;24;24;0;0;100,00;3731;129;111;16;2;0;0;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-20T00:00+01:00;2022-01-21T00:00+01:00;2022-01-20;3;10880;100,0;24;24;0;0;100,00;9359;1521;361;394;425;341;332;9
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-20T00:00+01:00;2022-01-21T00:00+01:00;2022-01-20;Totalt i retning Lysaker;0;100,0;24;24;0;0;100,00;0;0;0;0;0;0;0;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-20T00:00+01:00;2022-01-21T00:00+01:00;2022-01-20;Totalt i retning Oslo Grense;14740;100,0;24;24;0;0;100,00;13090;1650;472;410;427;341;332;9
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-20T00:00+01:00;2022-01-21T00:00+01:00;2022-01-20;Totalt;14740;100,0;24;24;0;0;100,00;13090;1650;472;410;427;341;332;9
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-21T00:00+01:00;2022-01-22T00:00+01:00;2022-01-21;1;3395;100,0;24;24;0;0;100,00;3285;110;93;13;2;2;2;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-21T00:00+01:00;2022-01-22T00:00+01:00;2022-01-21;3;10017;100,0;24;24;0;1;99,99;8668;1348;331;372;369;276;272;4
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-21T00:00+01:00;2022-01-22T00:00+01:00;2022-01-21;Totalt i retning Lysaker;0;100,0;24;24;0;0;100,00;0;0;0;0;0;0;0;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-21T00:00+01:00;2022-01-22T00:00+01:00;2022-01-21;Totalt i retning Oslo Grense;13412;100,0;24;24;0;1;99,99;11953;1458;424;385;371;278;274;4
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-21T00:00+01:00;2022-01-22T00:00+01:00;2022-01-21;Totalt;13412;100,0;24;24;0;1;99,99;11953;1458;424;385;371;278;274;4
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-22T00:00+01:00;2022-01-23T00:00+01:00;2022-01-22;1;2005;100,0;24;24;0;0;100,00;1973;32;25;6;1;0;0;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-22T00:00+01:00;2022-01-23T00:00+01:00;2022-01-22;3;8140;100,0;24;24;0;0;100,00;7708;432;134;123;138;37;36;1
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-22T00:00+01:00;2022-01-23T00:00+01:00;2022-01-22;Totalt i retning Lysaker;0;100,0;24;24;0;0;100,00;0;0;0;0;0;0;0;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-22T00:00+01:00;2022-01-23T00:00+01:00;2022-01-22;Totalt i retning Oslo Grense;10145;100,0;24;24;0;0;100,00;9681;464;159;129;139;37;36;1
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-22T00:00+01:00;2022-01-23T00:00+01:00;2022-01-22;Totalt;10145;100,0;24;24;0;0;100,00;9681;464;159;129;139;37;36;1
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-23T00:00+01:00;2022-01-24T00:00+01:00;2022-01-23;1;2458;100,0;24;24;0;1;99,96;2423;34;26;8;0;0;0;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-23T00:00+01:00;2022-01-24T00:00+01:00;2022-01-23;3;8464;100,0;24;24;0;0;100,00;8231;233;87;103;15;28;28;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-23T00:00+01:00;2022-01-24T00:00+01:00;2022-01-23;Totalt i retning Lysaker;0;100,0;24;24;0;0;100,00;0;0;0;0;0;0;0;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-23T00:00+01:00;2022-01-24T00:00+01:00;2022-01-23;Totalt i retning Oslo Grense;10922;100,0;24;24;0;1;99,99;10654;267;113;111;15;28;28;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-23T00:00+01:00;2022-01-24T00:00+01:00;2022-01-23;Totalt;10922;100,0;24;24;0;1;99,99;10654;267;113;111;15;28;28;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-24T00:00+01:00;2022-01-25T00:00+01:00;2022-01-24;1;3647;100,0;24;24;0;0;100,00;3503;144;108;24;10;2;2;0
13658V2659403;Granfosstunnelen Mot Oslo;RV150 S3D1 m1781;2022-01-24T00:00+01:00;2022-01-25T00:00+01:00;2022-01-24;3;10334;100,0;24;24;0;0;100,00;8969;1365;341;366;338;320;313;7
